'@ @ [1/4] | Clear Quartz Woven Necklace',80000A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$99.99,4,$95.00,,,1,K&K400,K&K160,,,,,,
'[2/12] | Hammered Silver Long Aztec Bib Necklace',83349A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'35 1/2"" L + 3 1/4"" Ext; Drop 4"" W x 2"" L'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold Open Heart Pendant on Black Leather Necklace',83350A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'28""L + 3 3/4"" Ext; Drop 2 1/2"" L'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Antique Gold Chain Tassle Bib Necklace Set',83351A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'Necklace:  18"" L + 3 1/4"" Ext; Drop: 4 1/2""L;  Ear: 4 1/4""L'",,2,$14.99,6,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Antique Gold Multi Crystal & Chain Bib Necklace Set',83352A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'20""L + 3"" Ext; 5 1/4"" Drop; Ear: 2 1/2""L x 1/8"" W'",,2,$19.99,6,$19.00,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Gun Metal & Clear Crystal Necklace Set',83353A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2""L + 3"" Ext; Drop: 1 1/4""L x 1/2""W; Earring: 1""L x 3/8'",,2,$17.50,6,$16.65,,,2,K&K400,K&K160,,,,,,
'[2/6] | Gold Double Strand Tusk and Stone/Tassle Necklace Set',83354A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'25 1/2""L + 2"" Ext; Drop: 3 1/2""L x 3/4""W; Earrings: 1 3/4""L'",,2,$10.99,6,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/6] | Worn Silver & Gold Bead Triple Strand on Brown Leather Necklace Set',83355A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L + 2 3/4"" Ext.; Drop: 3 1/2""L; Earrings: 3/4""L x 1/4""W'",,2,$10.99,6,$10.45,,,2,K&K400,K&K160,,,,,,
"'[6/72] | Assorted Silver/Gold/Copper, Faith/Hope/Love Stretch Bracelets'",83356A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter x 1/4"" W'",,6,$3.99,72,$3.80,,,6,K&K400,K&K160,,,,,,
'[4/36] | Assorted Silver & Black Stretch Adjustable Inspirational Bracelets',83357A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter x 3/8"" W'",,4,$3.50,36,$3.35,,,4,K&K400,K&K160,,,,,,
'[3/24] | Assorted Adjustable Silver/Black Stretch Be Grateful Bracelets w/tassel',83358A-GRATEFUL,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2 1/2"" Diameter with 1 1/2"" Drop'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'[3/24] | Assorted Adjustable Silver/Black Stretch I Am Strong Bracelets w/tassel',83358A-STRONG,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2"" Diameter with 1 1/2"" Drop'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'[3/24] | Assorted Adjustable Silver/Black Stretch I am Blessed Bracelets w/tasse',83359A-BLESSED,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2 1/2"" Diameter with 1 1/2"" Drop'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'[3/24] | Assorted Adjustable Silver/Black Stretch I am Loved Bracelets w/tassel',83359A-LOVED,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2"" Diameter with 1 1/2"" Drop'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'[2/12] | Silver/Gold Believe Charm Necklace',83360A-BELIEVE,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'27 1/2"" L + 3"" Ext; Drop 2 1/2"" L'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Gold Blessed Charm Necklace',83360A-BLESSED,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'27 1/2"" L + 3"" Ext; Drop 2 1/2"" L'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Gold Love Charm Necklace',83360A-LOVE,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'27 1/2"" L + 3"" Ext; Drop 2 1/2"" L'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'@ @ [3/12] | Matte Gold Side Cross Necklace Set',83361A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16 1/2"" L + 3"" Ext.; Earrings: 1 1/4"" l x 1/2"" W'",,3,$5.99,12,$5.70,,,3,K&K400,K&K160,,,,,,
'[3/12] | Matte Silver Side Cross Necklace Set',83361A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16 1/2"" L + 3"" Ext.; Earrings: 1 1/4"" l x 1/2"" W'",,3,$5.99,12,$5.70,,,3,K&K400,K&K160,,,,,,
'@ @ [3/12] | Silver/Crystal Long Drop Earring',83362A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'3 1/4"" L x 1/2"" W'",,3,$3.99,12,$3.80,,,3,K&K400,K&K160,,,,,,
'@ @ [SO][3/12] | Silver Rose Filigree Long Drop Earring',83363A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2 1/2"" L x 1/2"" W'",,3,$3.99,12,$3.80,,,3,K&K400,K&K160,,,,,,
'@ @ [SO][2/12] | Silver/Crystal Oval Inside/Outside Hoop Earring',83364A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'1 1/2"" L x 1/8"" W'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[3/12] | Hammered Gold Loop Toggle Bracelet',83365A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7 1/4"" L x 1/2"" W + 1 1/4"" Ext'",,3,$4.99,12,$4.75,,,3,K&K400,K&K160,,,,,,
'[2/12] | Textured Gold Hoop Chain Necklace w/Toggle Closure',83365B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17"" L x 1/2""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'@ @ [3/12] | Black Suede/Crystal/Stud Double Wrap Bracelet',83366A-BK,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'14""L x 7/8""W + 1 1/8"" Ext.'",,3,$3.99,12,$3.80,,,3,K&K400,K&K160,,,,,,
'@ @ [3/12] | Blue Suede/Crystal/Stud Double Wrap Bracelet',83366A-BL,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'14""L x 7/8""W + 1 1/8"" Ext.'",,3,$3.99,12,$3.80,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Assorted Crystal Stretch Bracelets w/Silver Magnetic Clasps',83367A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diam x 1/2"" W'",,2,$5.50,12,$5.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver Hinged Collar W/Chain Tassel Drop',83368A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'4 1/2"" Diameter; Drop 7 1/2""L x 1/2""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[SO][2/12] | Silver Woven Textured And Mesh Chain Necklace',83369A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'21""L + 3"" Ext;  Drop 1"" L x 4"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Gold/Rose Gold Crystal Barrels on Box Chain Necklace',83370A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2""L + 4"" Ext; Drop 3/8 Diameter'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver/Black/Crystal Drop Necklace Set',83371A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'29 1/2""L + 2"" Ext; Drop: 4""L x 3/4""W; Earng: 4 1/4""L x 3/4""W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Long Silver & Crystal Tassle Pendant Necklace Set',83372A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32"" L; Drop: 2 1/4"" x 5/8"";  Earring: 2 3/4"" L x 5/8""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Crystal Vintage Wave Pendant Necklace Set',83373A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'25"" L + 1 3/4"" Ext; Drop: 1 3/4"" L x 1"" W; Earring:  1/2"" L'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Crystal Art Deco Pendant & Earring Set',83374A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32 1/2"" L; Drop: 1 1/2"" x 1"" W; Earrings: 1"" x 1""'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver & Crystal Basket Necklace Set',83375A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16"" L + 2"" Ext; Drop: 3/4"" L; Earrings: 1 1/4"" L x 3/4"" W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
"'[2/12] | Antique Gold/Silver/Turquoise Faith, Hope, Love Toggle Bracelet'",83376A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'6 1/2""L x 1""W +1"" Extender'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver/Gold/Turquoise Hammered Cross Toggle Bracelet',83377A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'6 1/2""L x 1""W +1"" Extender'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'@ @ [SO][2/12] | Antique Gold with Multi Turquoise & Rose Crystals; Turquoise Ar',83378A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'30"" L;  Drop: 1 1/4"" L x 1/2"" W; Earrings: 1 1/4"" L x 1/2""W'",,2,$12.99,12,$12.35,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold with Multi Color Crystals; Brown/Cream Arrow Pendant T',83379A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30"" L;  Drop: 1 1/4"" L x 1/2"" W; Earrings: 1 1/4"" L x 1/2""W'",,2,$12.99,12,$12.35,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Knotted Brown Stone & Suede Tassle Boho Necklace Set',83380A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'31""L; Drop: 5"" L x 3/4"" W; Earrings: 1 1/8""L x 1/4"" W'",,2,$12.50,12,$11.88,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Gold Chain with Pearl & Brown Suede Tassle Necklace Set',83381A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'31 1/2""L + 2 3/4"" Ext; Drp: 6 3/4"" L x 3/4""W;  Earngs:  3/4""'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
"'@ @ [2/12] | 6 Strand Black Crystal,  Magnetic Clasp Necklace Set'",83382A-BK,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'Necklace: 18"" L x 3/4"" W; Ear: 1 1/4""L x 1/2"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
"'@ @ [2/12] | 6 Strand Silver Crystal,  Magnetic Clasp Necklace Set'",83382A-SI,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'Necklace: 18"" L x 3/4"" W; Ear: 1 1/4""L x 1/2"" W'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Gold Oval/Circle Post Earrings',83383A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" L x 3/4"" W'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Burnished Silver w/Black Stone Crystal Pendant Necklace',83384A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'19""L + 2 3/4""Ext; Drop 1 3/4"" L'",,2,$12.99,12,$12.35,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold & Crystal Flexible Cuff Bracelet',83385A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4"" Diameter'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Crystal Flexible Cuff Bracelet',83385A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4"" Diameter'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Crystal Leaf/Chain Stretch Bracelet',83386A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'2"" Diameter x 1 1/2"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Hammered Heart Stretch Bracelet',83387A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/8"" Diameter x 3/4""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver/Crystal Textured Stretch Bracelet',83388A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter x 3/4"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Heart Stretch Bracelet',83389A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter x 1""W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver/Black Leather Toggle Bracelet with Heart Droop',83390A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 1/4"" W, Drop 1 1/4"" L'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold/Black Leather Toggle Bracelet',83391A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7""L x 1/2"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold/5 Strand Black Leather Magnetic Bracelet',83392A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 3/4"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold Nugget/ 6 Strand Black Leather Magnetic Bracelet',83393A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 3/4"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver/4 Strand Black Leather Magnetic Bracelet',83394A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 1"" W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Buttons/6 Strand Black Leather Magnetic Bracelet',83395A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 7/8"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Nuggets/7 Strand Black Leather Magnetic Bracelet',83396A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 1"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Tube/5 Strand Black Leather Magnetic Bracelet',83397A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 1"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[3/12] | Assorted Antique Silver Sidecross Bangle Bracelets with Scripture Verse',83398A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2"" Diameter x 1/4""W'",,3,$4.99,12,$4.75,,,3,K&K400,K&K160,,,,,,
'[2/12] | Hammered Antique Silver Bib on Mesh Chain Necklace',83399A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18 1/2"" L + 3"" Ext; Drop 1""L x 3 3/4"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Hammered Antique Silver Heart on Mesh Chain Necklace',83400A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2"" L + 3"" Ext; Drop 2 1/2"" x 2 1/2""'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [SO][2/12] | Antique Silver Leaf Embossed Necklace w/Mesh Chain',83401A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'18"" L + 3"" Ext; Drop 1""l x 3 3/4""W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Long Antique Triple Ring Pendant on Ball Chain Necklace',83403A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'35"" L + 3"" Ext; Drop 4"" L x 3"" W'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver/Crystal Barrel on Mesh Chain Necklace',83404A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18 1/4"" L + 1/4"" Ext; Drop 1"" x 1""'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Textured Antique Silver Cross Pendant Necklace',83405A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L + 2 1/2""Ext. Drop 3"" L x 1 3/4"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Vintage Key Necklace on Ball Chain',83406A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L + 3"" Ext; Drop 1""L x 2"" W'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
"'@ @ [4/12] | Assorted Antique Silver Vintage Keys with Blessed, Be Loved, Courag'",83407A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17"" L + 3"" Ext; Drop 2"" W x 1""L'",,4,$5.99,12,$5.70,,,4,K&K400,K&K160,,,,,,
"'@ @ [2/12] | Long Antique Silver 3 Vintage Key Faith, Hope, Love Necklace'",83408A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'34"" L + 3"" Ext; Drop 3"" L x 3/4"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Hammered Antique Silver Heart on Black Leather Necklace',83409A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2"" L + 3"" Ext; Drop: 1 3/4"" L'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Double Hoop Pendant on Black Leather Necklace',83410A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'16"" L + 3"" Ext; Drop: 1 3/4"" L'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold Double Hoop Pendant on Black Leather Necklace',83410A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17"" L + 3"" Ext; Drop: 1 3/4"" x 2""'",,2,$8.99,12,$8.54,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Slide on Black Leather Necklace',83411A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2"" L + 3"" Ext; Drop: 7/8"" L x 3 3/4"" W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Button Disc on Black Leather Necklace',83412A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2"" L + 3"" Ext; Drop: 1 3/4"" Diameter'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Crystal on Double Black Chord Reversible Necklace',83413A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17"" L + 3"" Ext; Nuggets: 3/8"" Diameter'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold & Crystal on Double Black Chord Reversible Necklace',83413A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'20"" L + 3"" Extender; Drops: 3/8""L'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold and Black Leather Long Necklace',83414A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32""L + 3"" Ext; Drop: 1/2"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Black Leather Long Necklace',83414A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32"" L + 3"" Ext; Drop: 1/2"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold Triple Hoop on Black Leather Necklace',83415A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17"" L + 3"" Ext; Drop: 1 1/4"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Triple Hoop on Black Leather Necklace',83415A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2"" L + 3"" Extender; Drop: 1 3/8"" L'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold/Crystal Nugget on Double Strand Black Leather Necklace',83416A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L + 2 3/4"" Ext;  Drop: 3/8"" L'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver/Crystal Nugget on Double Strand Black Leather Neckla',83416A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 3"" Extender; Drop: 1/2"" L'",,2,$12.50,12,$11.88,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Crystal Y Leaf Necklace Set',83417A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2""L + 3"" Ext; Drop: 4 3/4""L x 1""W; Earring: 2 1/2""L x 3'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold/Crystal Bar Drop Necklace',83418A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'25""L + 3"" Ext; Drop-2 3/4"" L x 1/4""W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Hoop with Feather Drops Earrings',83419A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'3"" L x 1/4"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver/Gold Chain Tassel Necklace',83420A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'29"" L + 3"" Ext; Drop 6""L'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver/Crystal Button Pendant w Black Wire Choker Necklace Set',83421A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'11 1/4""L plus 3"" Ext; Drop :  3/8"" Circular; Earring: 3/16""'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver/5 Strand Black Leather Magnetic Bracelet',83422A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L x 3/4"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Burnished Silver Ball & Chain Necklace',83423A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'21""L + 2""Ext; Ball-3/4"" Diameter'",,2,$12.99,12,$12.35,,,2,K&K400,K&K160,,,,,,
'[1/4] | Vintage Leather/Grey Floral Canvas Handbag; Outside & Inner Zipper Pocke',83424A,JWL020,20180115,Out of stock - order to ship after 01-15-2018,,,,"'15"" L x 19"" W; Strap Drip:  11""'",,1,$22.50,4,$21.38,,,1,K&K400,K&K160,,,,,,
'[1/4] | Vintage Leather/Black & Tan Floral Canvas Handbag w/Inner & Outer pocket',83425A,JWL020,20180115,Out of stock - order to ship after 01-15-2018,,,,"'13"" L x 17 1/2""W; Strap Drop:  11 1/2""'",,1,$22.50,4,$21.38,,,1,K&K400,K&K160,,,,,,
'[1/4] | Vintage Leather/Black & Tan Floral Canvas Handbag w/Outside Zipper Pocke',83426A,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'13"" L x 19"" W; Strap Drop 12""'",,1,$22.50,4,$21.38,,,1,K&K400,K&K160,,,,,,
'[1/4] | Black/White Striped Woven Bag w/ Genuine Leather Trim/Strap/Tassels',83427A,JWL020,20180323,Out of stock - order to ship after 03-23-2018,,,,"'7"" L x 9"" W: Adjustable Crossbody Strap'",,1,$22.50,4,$21.38,,,1,K&K400,K&K160,,,,,,
'[1/4] | Brown Multi Southwest Motif Woven Bag w/ Genuine Leather Trim/Straps/Tas',83428A,JWL020,20180323,Out of stock - order to ship after 03-23-2018,,,,"'7"" L x 9"" W: Adjustable Crossbody Strap'",,1,$22.50,4,$21.38,,,1,K&K400,K&K160,,,,,,
'[1/2] | Brown Multi Southwest Motif Woven Handbag w/ Genuine Leather Trim/Straps',83429A,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'14 1/2"" L x 16"" W; Strap Drop: 9 1/2""'",,1,$39.99,2,$37.99,,,1,K&K400,K&K160,,,,,,
'[1/2] | Black/White Striped Woven Bag w/ Genuine Leather Trim/Strap/Tassels',83430A,JWL020,20180323,Out of stock - order to ship after 03-23-2018,,,,"'17 1/2"" L x 14"" W; Strap Drop:  9 1/2""'",,1,$39.99,2,$37.99,,,1,K&K400,K&K160,,,,,,
'[1/0] | Cape Program',83431A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$225.00,,$225.00,,,1,K&K400,K&K160,,,,,,
'[1/0] | Holiday Bracelet Program',83433A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$199.99,0,$189.99,,,1,K&K400,K&K160,,,,,,
'[1/0] | Necklace Program',83435A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$199.99,0,$189.99,,,1,K&K400,K&K160,,,,,,
'[1/0] | Cell Phone Case Program',83439A,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$175.00,0,$166.25,,,1,K&K400,K&K160,,,,,,
'[2/6] | Picture Jasper Stone & Rose Gold Triple Strand Stretch Tassel Bracelet',83450A-BR,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter/ 2 1/2"" Drop'",,2,$14.99,6,$14.24,,,2,K&K400,K&K160,,,,,,
'[2/12] | Picture Jasper & Antique Rose Gold Chain Tassel Necklace Set',83450B-BR,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'29 1/4"" L + 3"" Extender; Drop: 5"" L x 5/8"" W; Earring: 1"" x'",,2,$12.99,12,$12.34,,,2,K&K400,K&K160,,,,,,
'[3/12] | Triple Strand Natural Shell Stretch Bracelet',83451A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
