32205,Stretch bracelet.,http://www.carsonhomeaccents.com/images/32205_l.jpg,Plum Mirage Beaded Strands Bracelet,32205,Stretch bracelet.,http://www.carsonhomeaccents.com/images/32205_l.jpg
30708,"Magnetic snap closure, slip back pocket, wide gusset allows for lots of storage. Adjustable strap.

Dimensions: 5.5""L x 7.5""H x 1.5""D",http://www.carsonhomeaccents.com/images/30708_l.jpg,Couture Color Croco Eggplant Foldover Crossbody,30708,"Magnetic snap closure, slip back pocket, wide gusset allows for lots of storage. Adjustable strap.

Dimensions: 5.5""L x 7.5""H x 1.5""D",http://www.carsonhomeaccents.com/images/30708_l.jpg
31226,"Summer bold brights and water colored inspired polyblends for easy wear.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31226_l.jpg,Kaleidoscope Turquoise Sleeveless Blouse with Lace Trim - LARGE,31226,"Summer bold brights and water colored inspired polyblends for easy wear.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31226_l.jpg
46305,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46305_l.jpg,Merry & Bright Garden Dura Soft™ Flag,46305,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46305_l.jpg
SKU: 46532,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46532
48532",http://www.carsonhomeaccents.com/images/46532_l.jpg,"    Garden 12.5 x 18
   ",Sandy Toes/Kisses Dura Soft™ Flag,SKU: 48532,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46532
48532",http://www.carsonhomeaccents.com/images/46532_l.jpg,"    Large 28 x 40
   "
SKU: 46532,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46532
48532",http://www.carsonhomeaccents.com/images/46532_l.jpg,"    Garden 12.5 x 18
   ",Sandy Toes/Kisses Dura Soft™ Flag,SKU: 48532,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46532
48532",http://www.carsonhomeaccents.com/images/46532_l.jpg,"    Large 28 x 40
   "
12518,"Our Carson Garden/Plant Picks are made of Carson Statesmetal® which is proudly hand cast in Freeport, PA. Statesmetal® is made of a high-quality aluminum alloy that is tarnish and rust resistant. Non toxic.

W: 2""
H: 6""
D: 0.25""",http://www.carsonhomeaccents.com/images/12518_l.jpg,"""My Hardest Goodbye"" Garden/Plant Pick",12518,"Our Carson Garden/Plant Picks are made of Carson Statesmetal® which is proudly hand cast in Freeport, PA. Statesmetal® is made of a high-quality aluminum alloy that is tarnish and rust resistant. Non toxic.

W: 2""
H: 6""
D: 0.25""",http://www.carsonhomeaccents.com/images/12518_l.jpg
19732,"This extraordinary interpretation of flowers is represented on each piece in this collection. Each piece includes an inspirational or sentimental phrase that adds that something extra to make it even more special. Picture frame is made from wood composite, has an easel back and sawtooth hanger. Photo area is 4""x6""",http://www.carsonhomeaccents.com/images/19732_l.jpg,"""XRay Flowers"" by A. Koetsier ""Friends"" Picture Frame",19732,"This extraordinary interpretation of flowers is represented on each piece in this collection. Each piece includes an inspirational or sentimental phrase that adds that something extra to make it even more special. Picture frame is made from wood composite, has an easel back and sawtooth hanger. Photo area is 4""x6""",http://www.carsonhomeaccents.com/images/19732_l.jpg
62988,"21"" sonnet chimes have 4 heavy walled, center pinned tubes that emit sweet gentle tones. All aluminum construction, durable powder coated and anodized finish, and strung with industrial cord. Each chime has an adjustable striker. Tubes are 3/4"" diameter, sentiment is printed directly onto the tubes.

Each Tube Reads: ""Where there is love there is life.""

L: 21""",http://www.carsonhomeaccents.com/images/62988_l.jpg,"""Love"" 21"" Sonnet Chime",62988,"21"" sonnet chimes have 4 heavy walled, center pinned tubes that emit sweet gentle tones. All aluminum construction, durable powder coated and anodized finish, and strung with industrial cord. Each chime has an adjustable striker. Tubes are 3/4"" diameter, sentiment is printed directly onto the tubes.

Each Tube Reads: ""Where there is love there is life.""

L: 21""",http://www.carsonhomeaccents.com/images/62988_l.jpg
18536,"Music Boxes are velvet lined, include a hand crank music mechanism and play a popular song! All sentiment cards can be replaced with a personal photograph. Maximize your sales by purchasing the Music Box Display item 17480. Plays ""Swan Lake""

Height: 4""
Width: 6""
Depth: 2.5""",http://www.carsonhomeaccents.com/images/18536_l.jpg,"""Mom Cherish"" Music Box",18536,"Music Boxes are velvet lined, include a hand crank music mechanism and play a popular song! All sentiment cards can be replaced with a personal photograph. Maximize your sales by purchasing the Music Box Display item 17480. Plays ""Swan Lake""

Height: 4""
Width: 6""
Depth: 2.5""",http://www.carsonhomeaccents.com/images/18536_l.jpg
31212,"Fresh soft colors , chiffon sophisticated , casual to dressy blouses.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31212_l.jpg,Sherbert Pink Blouse with Silky Trim - SMALL,31212,"Fresh soft colors , chiffon sophisticated , casual to dressy blouses.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31212_l.jpg
65772,"Each piece of glass is hand selected and set into weather resistant mortar to create the mosaic effect for this bird feeder. Variances in glass color and design are expected in each of these unique designs. Each come with an ""S"" hook for easy hanging and a decorative red tip to attract hummingbirds

W: 3.75""
H: 8.25""",http://www.carsonhomeaccents.com/images/65772_l.jpg,Mosaic Jeweled Hues Hummingbird Feeder,65772,"Each piece of glass is hand selected and set into weather resistant mortar to create the mosaic effect for this bird feeder. Variances in glass color and design are expected in each of these unique designs. Each come with an ""S"" hook for easy hanging and a decorative red tip to attract hummingbirds

W: 3.75""
H: 8.25""",http://www.carsonhomeaccents.com/images/65772_l.jpg
20071,"Message Bar has funny and inspirational sayings with a classic look. Made from wood composite. Both a sawtooth hanger and a removable peg are on the back for hanging or displaying.

Dimensions: 3.5"" H x 7.5"" W x .5"" D",http://www.carsonhomeaccents.com/images/20071_l.jpg,"Well Said ""Bed and Breakfast"" Message Bar",20071,"Message Bar has funny and inspirational sayings with a classic look. Made from wood composite. Both a sawtooth hanger and a removable peg are on the back for hanging or displaying.

Dimensions: 3.5"" H x 7.5"" W x .5"" D",http://www.carsonhomeaccents.com/images/20071_l.jpg
15814,"This wall décor piece is made of wood composite with a rope for hanging.

W: 19""
H: 5.25""
D: 1""",http://www.carsonhomeaccents.com/images/15814_l.jpg,"""Lake Paddle"" Wall Décor",15814,"This wall décor piece is made of wood composite with a rope for hanging.

W: 19""
H: 5.25""
D: 1""",http://www.carsonhomeaccents.com/images/15814_l.jpg
18651,"This Color To Inspire music box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can colored prior to giving the gift for that extra personal touch! Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Everything is Beautiful"".

W: 6""
H: 4""
D: 2.5""",http://www.carsonhomeaccents.com/images/18651_l.jpg,"""Dad First Love"" Music Box",18651,"This Color To Inspire music box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can colored prior to giving the gift for that extra personal touch! Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Everything is Beautiful"".

W: 6""
H: 4""
D: 2.5""",http://www.carsonhomeaccents.com/images/18651_l.jpg
10904,"Our Surrounded By You memory frames are comprised of handpainted resin, burlap, glass, and metallic paint. They include an easel back for simple display purposes. Can also be the perfect addition to floral arrangements.

W: 7.5""
H: 9""",http://www.carsonhomeaccents.com/images/10904_l.jpg,"""Angel"" Memory Frame",10904,"Our Surrounded By You memory frames are comprised of handpainted resin, burlap, glass, and metallic paint. They include an easel back for simple display purposes. Can also be the perfect addition to floral arrangements.

W: 7.5""
H: 9""",http://www.carsonhomeaccents.com/images/10904_l.jpg
30533,"Blouse has long sleeves and flows nicely.
MATERIAL: 80% Polyester 15% Cotton 5% Spandex",http://www.carsonhomeaccents.com/images/30533_l.jpg,Spice It Up Long Sleeve Flowing Blouse – MEDIUM,30533,"Blouse has long sleeves and flows nicely.
MATERIAL: 80% Polyester 15% Cotton 5% Spandex",http://www.carsonhomeaccents.com/images/30533_l.jpg
88822,"Let's have a party!!! Chalkboard melamine cups. Cups are 4 5/8"" high, and can hold 14 ounces. Cups are prepackaged in sets of 6 in a cellophane sleeve with a coordinating hang tag. Must be ordered in sets of 6, chalk not included.

Height: 4.75""",http://www.carsonhomeaccents.com/images/88822_l.jpg,Let's Party! Write On Melamine Cups,88822,"Let's have a party!!! Chalkboard melamine cups. Cups are 4 5/8"" high, and can hold 14 ounces. Cups are prepackaged in sets of 6 in a cellophane sleeve with a coordinating hang tag. Must be ordered in sets of 6, chalk not included.

Height: 4.75""",http://www.carsonhomeaccents.com/images/88822_l.jpg
16106,"Our Color To Inspire easel gift sets are made of wood composite and a wooden easel. Can be colored with pencils or markers. Color before giving the gift to add that personal touch! Gift boxed.

W: 4""
H: 6""
D: 0.5""",http://www.carsonhomeaccents.com/images/16106_l.jpg,"""Faith"" Easel Gift Set",16106,"Our Color To Inspire easel gift sets are made of wood composite and a wooden easel. Can be colored with pencils or markers. Color before giving the gift to add that personal touch! Gift boxed.

W: 4""
H: 6""
D: 0.5""",http://www.carsonhomeaccents.com/images/16106_l.jpg
